Name,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,SuperPowers,Universe,Alignment,Gender
Zatanna,80,6,80,60,100,80,6,"Ability Shift,Air Control,Chaos Magic,Clairvoyance,Dark Magic,Dream Manipulation,Durability,Energy Beams,Energy Blasts,Energy Constructs,Energy Manipulation,Enhanced Condition,Explosion Manipulation,Flight,Force Fields,Heal,Heat Generation,Hypnokinesis,Illusions,Intelligence,Invisibility,Latent Abilities,Levitation,Light Control,Magic,Magic Resistance,Memory Manipulation,Peak Human Condition,Portal Creation,Radar Sense,Seismic Power,Sleep Manipulation,Stamina,Stealth,Telekinesis,Telepathy,Teleportation,Terrakinesis,Vaporising Beams,Absorption,Accelerated Development,Acrobatics,Agility,Apathy,Attack Negation,Chaos Energy,Chaos Manipulation,Creation,Dexterity,Dimensional Awareness,Endurance,Fire Resistance,Heat Resistance,Jump,Longevity,Marksmanship,Master Martial Artist,Reality Warping,Reflexes,Resurrection,Spatial Awareness",DCAU - DC Animated Universe,Good,Female
Aatrox (True Form),0,0,0,0,0,0,0,Null,League Of Legends,Bad,Male
Aatrox (Sealed),0,0,0,0,0,0,0,Null,League Of Legends,Bad,Male
Ahri,55,13,17,20,55,50,1,"Fire Control,Magic,Accelerated Healing,Animal Attributes,Berserk Mode,Dexterity,Energy Blasts,Energy Manipulation,Enhanced Senses,Extrasensory Perception,Fire Resistance,Heat Resistance,Homing Attack,Illusions,Jump,Levitation,Longevity,Magic Resistance,Memory Manipulation,Mind Control,Natural Weapons,Possession Resistance,Power Sense,Soul Manipulation,Statistics Amplification,Status Effect Inducement,Stealth,Summoning,Vitakinesis,Disguise Mastery,Durability Negation,Empathy,Endurance,Enhanced Hearing,Love Inducement,Master Tactician,Non-Physical Interaction,Perception Manipulation,Reflexes,Sense Manipulation,Telekinesis,Telepathy,Toxin and Disease Control,Toxin and Disease Resistance",League Of Legends,Good,Female
Akali,70,1,8,20,20,80,1,"Acrobatics,Agility,Dexterity,Disguise Mastery,Gadget Usage,Master Martial Artist,Pressure Points,Stealth,Weapon-based Powers,Enhanced Thievery,Grappling/Climbing,Jump,Marksmanship,Reflexes,Smoke Manipulation,Status Effect Inducement,Weapons Master,Camouflage,Damage Boost,Endurance,Indomitable Will,Master Tactician,Statistics Amplification,Water Control",League Of Legends,Neutral,Female
Alistar,45,6,6,25,40,45,1,"Bloodlust,Durability,Stamina,Super Strength,Animal Attributes,Animal Oriented Powers,Damage Reduction,Endurance,Enhanced Senses,Instinctive Reaction,Invulnerability,Natural Armor,Natural Weapons,Pain Suppression,Rage Power,Vitakinesis,Accelerated Healing,Indomitable Will,Large Size,Seismic Power,Shockwaves Generation,Statistics Amplification",League Of Legends,Good,Male
Amumu,45,1,1,5,20,45,1,"Longevity,Cloth Manipulation,Death Touch,Decay Embodiment,Durability Negation,Energy Manipulation,Immortality,Magic,Zombie Physiology",League Of Legends,Good,Male
Anivia,0,0,0,0,0,0,0,Null,League Of Legends,Good,Female
Annie,55,1,1,10,30,15,1,"Fire Control,Heat Resistance,Summoning,Animation,Cold Resistance,Danmaku,Energy Armor,Fire Resistance,Heat Generation,Homing Attack,Magic,Magic Resistance,Bloodlust,Rage Power",League Of Legends,Neutral,Female
Aurelion Sol,75,6,100,80,100,65,6,"Arcane Magic,Aura,Black Hole Manipulation,Cold Resistance,Corruption Resistance,Creation,Divine Powers,Divinity,Energy Beams,Energy Blasts,Energy Constructs,Energy Manipulation,Enhanced Senses,Explosion Manipulation,Extrasensory Perception,Fire Control,Fire Resistance,Flight,Godly Physiology,Gravity Control,Illumination,Interstellar Travel,Jump,Large Size,Longevity,Magic,Magic Absorption,Magic Resistance,Mind Control Resistance,Non-Corporeal,Non-Physical Interaction,Portal Creation,Power Augmentation,Power Bestowal,Reality Warping,Self-Sustenance,Size Changing,Spaceflight,Spatial Awareness,Spatial Manipulation,Super Breath,Super Speed,Super Strength,Telekinesis,Toxin and Disease Resistance,Air Control,Animal Attributes,Dimensional Awareness,Endurance,Energy Resistance,Enhanced Hearing,Enhanced Sight,Enhanced Smell,Heat Generation,Heat Resistance,Higher Dimensional Manipulation,Immortality,Invulnerability,Jaw Strength,Natural Weapons,Organic Manipulation,Phasing,Plasma Manipulation,Power Sense,Reality Warping Resistance,Sealing,Soul Resistance,Transmutation,Animal Oriented Powers,Clairvoyance,Cosmic Awareness,Danger Sense,Inorganic Physiology,Life Manipulation,Master Tactician,Natural Armor,Shapeshifting,Statistics Reduction,Status Effect Inducement,Summoning",League Of Legends,Neutral,Male
Azir,0,0,0,0,0,0,0,Null,League Of Legends,Bad,Male
Bard,90,25,80,25,25,25,4,"Agility,Enhanced Senses,Extrasensory Perception,Flight,Immortality,Levitation,Longevity,Magic,Magic Resistance,Non-Corporeal,Portal Creation,Sealing,Self-Sustenance,Sound Manipulation,Spaceflight,Toxin and Disease Resistance,Banish,Cold Resistance,Cosmic Awareness,Danger Sense,Density Control,Endurance,Energy Blasts,Energy Embodiment,Energy Manipulation,Energy Resistance,Gadget Usage,Heat Resistance,Illumination,Indomitable Will,Light Control,Mind Transfer,Non-Physical Interaction,Omnilingualism,Paralysis,Power Sense,Precognition,Preparation,Purification,Reflexes,Soul Resistance,Summoning,Telepathy,Telepathy Resistance,Time Manipulation,Timeframe Control,Vitakinesis,Weapon-based Powers,Animation,Avatar Creation,Clairvoyance,Damage Boost,Dimensional Travel,Hope Inducement,Perception Manipulation,Pocket Dimensions,Reality Warping,Sense Manipulation,Soul Manipulation,Statistics Amplification,Statistics Reduction,Teleportation,Weather Control",League Of Legends,Good,Male
Brand,60,25,8,25,70,70,3,"Apathy,Cold Resistance,Endurance,Extrasensory Perception,Fire Control,Fire Resistance,Heat Resistance,Homing Attack,Inorganic Physiology,Longevity,Magic,Magic Absorption,Magma Manipulation,Soul Resistance,Explosion Manipulation,Flight,Heat Generation,Lava Manipulation,Magic Resistance,Non-Physical Interaction,Rage Power,Status Effect Inducement,Damage Boost,Dexterity,Insanity,Marksmanship,Melting,Smoke Manipulation,Statistics Amplification",League Of Legends,Bad,Male
Braum,55,30,7,40,30,70,1,"Attack Negation,Cold Resistance,Damage Reduction,Endurance,Enhanced Condition,Indomitable Will,Invulnerability,Jump,Reflexes,Weapon-based Powers,Cryokinesis,Grappling/Climbing,Weapons Master,Agility,Animal Control,Animal Oriented Powers,Compassion Inducement,Dexterity,Dig,Extrasensory Perception,Force Fields,Gadget Usage,Heat Generation,Hope Inducement,Large Size,Longevity,Magic,Master Martial Artist,Statistics Amplification,Toxin and Disease Resistance",League Of Legends,Good,Male
Caitlyn,70,6,6,10,20,60,1,"Dexterity,Information Analysis,Marksmanship,Photographic Deduction,Preparation,Weapon-based Powers,Agility,Gadget Usage,Indomitable Will,Master Tactician,Reflexes,Vision - Telescopic,Damage Boost,Status Effect Inducement,Weapons Master",League Of Legends,Good,Female
Cassiopeia,65,25,8,25,60,35,1,"Petrification,Social Influencing,Toxin and Disease Control,Toxin and Disease Resistance,Venomous Bite,Acid Manipulation,Acidic Spit,Animal Attributes,Enhanced Smell,Magic,Acid Resistants,Agility,Animal Oriented Powers,Damage Boost,Enhanced Senses,Jaw Strength,Large Size,Statistics Amplification,Status Effect Inducement,Vitakinesis",League Of Legends,Bad,Female
Cho'Gath,60,6,6,35,60,30,2,"Accelerated Healing,Animal Attributes,Bloodlust,Durability Negation,Endurance,Indestructible Digestion,Jaw Strength,Large Size,Multiple Limbs,Natural Armor,Natural Weapons,Physical Anomaly,Size Changing,Sonic Scream,Adaptation,Biokinesis,Cold Resistance,Corruption,Density Control,Extrasensory Perception,Heat Resistance,Illusion Resistance,Magic,Matter Absorption,Reactive Evolution,Self-Sustenance,Toxin and Disease Resistance,Unholy Resistance,Corruption Resistance,Damage Boost,Elasticity,Invulnerability,Magic Resistance,Mind Control Resistance,Physics Manipulation,Possession Resistance,Power Nullifier,Regeneration,Soul Resistance,Statistics Reduction,Time Manipulation Resistance,Unholy Manipulation",League Of Legends,Bad,Male
Commander Ledros,65,25,9,25,30,80,1,"Cold Resistance,Endurance,Indomitable Will,Non-Physical Interaction,Self-Sustenance,Swordsmanship,Toxin and Disease Resistance,Dexterity,Extrasensory Perception,Heat Resistance,Immortality,Master Tactician,Non-Corporeal,Preparation,Reflexes,Soul Resistance,Weapon Summoning,Weapon-based Powers,Weapons Master,Dark Magic,Large Size,Magic Resistance,Teleportation",League Of Legends,Neutral,Male
Corki,55,1,25,25,35,55,1,"Agility,Flight,Gadget Usage,Longevity,Power Suit,Vehicular Mastery,Weapon-based Powers,Dexterity,Endurance,Enhanced Hearing,Explosion Manipulation,Fire Control,Indomitable Will,Insanity,Marksmanship,Mechanical Aptitude,Vision - Infrared,Acrobatics,Berserk Mode,Cold Resistance,Danmaku,Enhanced Sight,Heat Generation,Illumination,Immortality,Large Size,Levitation,Magic,Magic Resistance,Master Tactician,Preparation,Radar Sense,Self-Destruction,Statistics Amplification,Statistics Reduction,Weapons Master",League Of Legends,Good,Male
Darius,60,25,7,25,15,80,1,"Bloodlust,Endurance,Indomitable Will,Rage Power,Cold Resistance,Grappling/Climbing,Accelerated Healing,Damage Boost,Danger Sense,Fear Inducement,Hunters Instinct,Master Tactician,Statistics Amplification,Status Effect Inducement,Weapon-based Powers",League Of Legends,Neutral,Male
Draven,55,6,6,15,15,70,1,"Dexterity,Social Influencing,Bloodlust,Damage Boost,Indomitable Will,Marksmanship,Statistics Amplification,Endurance,Status Effect Inducement,Weapon-based Powers,Weapons Master",League Of Legends,Bad,Male
Ekko,85,6,6,10,50,40,1,"Afterimage Creation,Dexterity,Gadget Usage,Mechanical Aptitude,Reflexes,Time Manipulation,Accelerated Healing,Bullet Time,Explosion Manipulation,Indomitable Will,Information Analysis,Status Effect Inducement,Weapon-based Powers,Damage Boost,Duplication,Endurance,Jump,Robotic Engineering,Timeframe Control,Vehicular Mastery",League Of Legends,Good,Male
Elise,60,25,20,25,30,35,1,"Shapeshifting,Social Influencing,Toxin and Disease Control,Toxin and Disease Resistance,Web Creation,Accelerated Healing,Animal Attributes,Animal Control,Animal Oriented Powers,Endurance,Enhanced Senses,Immortality,Jaw Strength,Large Size,Summoning,Surface Scaling,Wallcrawling,Regeneration",League Of Legends,Bad,Female
Evelynn,70,30,8,35,80,50,3,"Apathy,Camouflage,Dark Magic,Disguise Mastery,Extrasensory Perception,Hypnokinesis,Invisibility,Longevity,Love Inducement,Non-Corporeal,Pain Manipulation,Shadow Manipulation,Shapeshifting,Social Influencing,Stealth,Umbrakinesis,Accelerated Healing,Biokinesis,Bloodlust,Creation,Demon Physiology,Dexterity,Homing Attack,Immortality,Intangibility,Magic Resistance,Mind Control,Non-Physical Interaction,Self-Sustenance,Teleportation,Absorption,Acrobatics,Agility,Aura,Cloaking,Damage Boost,Elasticity,Enhanced Senses,Enhanced Sight,Jump,Levitation,Multiple Limbs,Natural Weapons,Regeneration,Statistics Amplification,Statistics Reduction,Status Effect Inducement,Transformation",League Of Legends,Bad,Female
Ezreal,65,1,8,15,50,30,1,"Energy Blasts,Gadget Usage,Information Analysis,Intuitive aptitude,Mechanical Aptitude,Energy Beams,Magic,Marksmanship,Weapon-based Powers,Endurance,Energy Manipulation,Homing Attack,Statistics Amplification,Teleportation",League Of Legends,Neutral,Male
Fiora,60,1,7,10,10,90,1,"Agility,Dexterity,Indomitable Will,Reflexes,Swordsmanship,Disarmament,Information Analysis,Weapon-based Powers,Attack Reflection,Damage Boost,Endurance,Master Martial Artist,Weapons Master",League Of Legends,Neutral,Female
Fizz,55,5,20,15,55,70,1,"Acrobatics,Agility,Amphibious Respiration,Longevity,Water Control,Animal Control,Cold Resistance,Endurance,Enhanced Hearing,Enhanced Smell,Enhanced Thievery,Jump,Magic,Portal Creation,Vision - Infrared,Weapon-based Powers,Damage Boost,Damage Reduction,Immortality,Magic Resistance,Non-Corporeal,Non-Physical Interaction,Status Effect Inducement,Summoning",League Of Legends,Neutral,Male
Galio,50,75,25,25,70,60,2,"Cold Resistance,Damage Reduction,Endurance,Fire Resistance,Heat Resistance,Inorganic Physiology,Invulnerability,Large Size,Magic Absorption,Magic Resistance,Self-Sustenance,Shockwaves Generation,Toxin and Disease Resistance,Acid Resistants,Animal Attributes,Corruption Resistance,Curse Resistance,Electricity Resistance,Energy Resistance,Enhanced Senses,Extrasensory Perception,Flight,Gliding,Hope Inducement,Indomitable Will,Jump,Magic,Power Nullifier,Power Sense,Reactive Power Level,Reflexes,Seismic Power,Vortex Creation,Wind Control,Absorption,Agility,Damage Boost,Energy Absorption,Energy Blasts,Immortality,Statistics Amplification,Status Effect Inducement",League Of Legends,Good,Male
Gangplank,55,6,6,25,25,55,1,"Bloodlust,Endurance,Explosion Manipulation,Gadget Usage,Indomitable Will,Weapon-based Powers,Accelerated Healing,Danmaku,Dexterity,Disguise Mastery,Information Analysis,Marksmanship,Master Tactician,Mechanical Aptitude,Preparation,Reflexes,Soul Resistance,Swordsmanship,Toxin and Disease Resistance,Agility,Cyborgization,Danger Sense,Fire Control,Luck,Possession Resistance,Statistics Amplification,Status Effect Inducement,Vehicular Mastery,Weapons Master",League Of Legends,Bad,Male
Garen,60,25,7,25,20,75,1,"Endurance,Weapon-based Powers,Durability Negation,Indomitable Will,Magic Resistance,Swordsmanship,Weapons Master,Accelerated Healing,Damage Boost,Damage Reduction,Holy Manipulation,Invulnerability,Master Tactician,Power Nullifier",League Of Legends,Neutral,Male
Gnar,40,30,11,25,40,20,1,"Animal Attributes,Longevity,Rage Power,Cold Resistance,Enhanced Hearing,Enhanced Senses,Enhanced Smell,Grappling/Climbing,Hunters Instinct,Jump,Natural Weapons,Size Changing,Transformation,Vision - Infrared,Agility,Damage Boost,Damage Reduction,Endurance,Immortality,Invulnerability,Magic,Magic Resistance,Marksmanship,Multiple Personalities,Natural Armor,Reflexes,Weapon-based Powers",League Of Legends,Neutral,Male
Gragas,0,0,0,0,0,0,0,Null,League Of Legends,Neutral,Male
Graves,50,6,6,15,20,70,1,"Explosion Manipulation,Indomitable Will,Weapon-based Powers,Agility,Gadget Usage,Marksmanship,Reflexes,Smoke Manipulation,Damage Reduction,Danmaku,Endurance,Weapons Master",League Of Legends,Neutral,Male
Gwen,60,1,10,15,50,40,1,"Purification,Weapon-based Powers,Accelerated Healing,Damage Reduction,Gadget Usage,Magic,Marksmanship,Portal Creation,Reflexes,Soul Resistance,Damage Boost,Flight,Holy Manipulation,Intangibility,Invisibility,Jump,Power Bestowal,Self-Sustenance,Size Changing,Soul Manipulation,Statistics Reduction,Telekinesis,Transformation,Weapon Summoning",League Of Legends,Good,Female
Hecarim,60,25,20,25,60,85,2,"Bloodlust,Endurance,Fear Inducement,Fear Manipulation,Supernatural Condition,Weapons Master,Accelerated Healing,Agility,Animal Attributes,Aura,Cold Resistance,Dark Magic,Dexterity,Extrasensory Perception,Heat Resistance,Magic Resistance,Master Tactician,Non-Corporeal,Non-Physical Interaction,Reflexes,Self-Sustenance,Soul Manipulation,Soul Resistance,Summoning,Weapon-based Powers,Energy Absorption,Immortality,Large Size,Preparation,Statistics Amplification,Status Effect Inducement,Teleportation,Unholy Manipulation,Unholy Resistance",League Of Legends,Bad,Male
Heimerdinger,0,0,0,0,0,0,0,Null,League Of Legends,,
Illaoi,70,6,6,25,25,70,2,"Awakened Power,Divine Powers,Endurance,Indomitable Will,Magic,Soul Manipulation,Soul Resistance,Tentacles,Weapon-based Powers,Accelerated Healing,Durability Negation,Immortality Negation,Information Analysis,Jump,Non-Physical Interaction,Purification,Vitakinesis,Blessed,Extrasensory Perception,Large Size,Power Sense,Precognition,Water Control",League Of Legends,Good,Female
Irelia,65,1,8,15,40,85,1,"Acrobatics,Agility,Dexterity,Pseudo-Flight,Weapon-based Powers,Weapons Master,Damage Reduction,Emotional Power Up,Master Martial Artist,Reflexes,Swordsmanship,Accelerated Healing,Magic,Statistics Amplification,Status Effect Inducement,Telekinesis,Willpower Inducement",League Of Legends,Good,Female
Ivern,55,6,7,15,70,50,2,"Empathy,Enhanced Hearing,Force Fields,Inorganic Physiology,Longevity,Plant Control,Energy Constructs,Enhanced Senses,Magic,Summoning,Vitakinesis,Animal Control,Large Size,Life Manipulation,Natural Armor,Non-Physical Interaction,Soul Manipulation,Transmutation",League Of Legends,Good,Male
Janna,55,55,25,25,80,30,3,"Agility,Endurance,Extrasensory Perception,Flight,Immortality,Intangibility,Levitation,Longevity,Magic,Magic Resistance,Non-Corporeal,Toxin and Disease Resistance,Vortex Creation,Weather Control,Wind Control,Animal Oriented Powers,Cold Resistance,Damage Reduction,Electricity Resistance,Electrokinesis,Force Fields,Godly Physiology,Heat Resistance,Hope Inducement,Non-Physical Interaction,Perception Manipulation,Purification,Shapeshifting,Soul Resistance,Statistics Amplification,Statistics Reduction,Telepathy,Vitakinesis,Attack Reflection,Cryokinesis,Damage Boost,Heat Generation,Pacemiakinesis",League Of Legends,Good,Female
Jarvan IV,70,25,8,25,30,80,1,"Master Tactician,Reflexes,Social Influencing,Weapon-based Powers,Dexterity,Endurance,Grappling/Climbing,Indomitable Will,Jump,Magic Resistance,Power Suit,Seismic Power,Swordsmanship,Terrakinesis,Weapons Master,Damage Reduction,Elasticity,Master Martial Artist,Power Nullifier,Statistics Amplification,Statistics Reduction",League Of Legends,Good,Male
Jax,55,75,35,40,40,100,2,"Durability,Endurance,Super Speed,Super Strength,Weapons Master,Corruption Resistance,Damage Boost,Damage Reduction,Existence Erasure Resistance,Fire Control,Immortality,Instinctive Reaction,Mind Control Resistance,Reality Warping Resistance,Soul Resistance,Weapon-based Powers",League Of Legends,Good,Male
Jhin,75,1,17,25,25,70,1,"Apathy,Dexterity,Insanity,Marksmanship,Preparation,Weapon-based Powers,Disguise Mastery,Explosion Manipulation,Weapons Master,Master Martial Artist,Shapeshifting",League Of Legends,Bad,Male
Jinx,60,15,20,20,30,75,1,"Dexterity,Endurance,Explosion Manipulation,Insanity,Marksmanship,Master Martial Artist,Reflexes,Stamina,Statistics Reduction,Stealth,Vehicular Mastery,Acrobatics,Cold Resistance,Electrokinesis,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Touch,Extrasensory Perception,Flight,Heat Resistance,Illusions,Jump,Master Tactician,Preparation,Statistics Amplification,Toxin and Disease Resistance,Weapons Master",League Of Legends,Bad,Female
Kai'sa,55,25,17,25,70,85,2,"Energy Blasts,Energy Manipulation,Flight,Hunters Instinct,Invisibility,Magic,Absorption,Acrobatics,Corruption Resistance,Damage Boost,Danmaku,Endurance,Energy Armor,Enhanced Senses,Extrasensory Perception,Force Fields,Homing Attack,Indomitable Will,Mind Control Resistance,Natural Armor,Non-Physical Interaction,Plasma Manipulation,Regeneration,Statistics Amplification,Agility,Illumination,Jump,Magic Resistance,Marksmanship,Matter Absorption,Physics Manipulation,Power Suit,Reactive Evolution,Reactive Power Level,Reflexes,Self-Sustenance,Stealth,Transmutation,Weapon Creation",League Of Legends,Good,Female
Kalista,65,13,14,25,60,85,2,"Acrobatics,Agility,Cold Resistance,Dark Magic,Dexterity,Durability Negation,Endurance,Hive-Mind,Indomitable Will,Reflexes,Soul Resistance,Toxin and Disease Resistance,Extrasensory Perception,Fear Inducement,Heat Resistance,Immortality,Jump,Magic Resistance,Marksmanship,Master Tactician,Non-Corporeal,Non-Physical Interaction,Pain Manipulation,Power Sense,Self-Sustenance,Soul Manipulation,Summoning,Teleportation,Umbrakinesis,Weapon Creation,Weapon-based Powers,Weapons Master,Illumination,Insanity,Invulnerability,Multiple Personalities,Phasing,Weapon Summoning",League Of Legends,Neutral,Female
Karma,70,6,6,25,80,95,3,"Energy Armor,Energy Beams,Energy Blasts,Force Fields,Magic,Multiple Personalities,Aura,Fire Control,Levitation,Statistics Amplification,Vitakinesis,Awakened Power,Enhanced Memory,Telekinesis,Telepathy",League Of Legends,Good,Female
Karthus,80,13,11,25,65,30,3,"Cold Resistance,Dark Magic,Durability Negation,Extrasensory Perception,Homing Attack,Non-Corporeal,Soul Manipulation,Soul Resistance,Toxin and Disease Resistance,Clairvoyance,Corruption,Corruption Resistance,Curse Manipulation,Damage Boost,Energy Blasts,Flight,Gadget Usage,Immortality,Indomitable Will,Levitation,Magic Resistance,Master Tactician,Non-Physical Interaction,Self-Sustenance,Statistics Reduction,Status Effect Inducement,Telekinesis,Umbrakinesis,Weapon-based Powers,Endurance,Energy Embodiment,Enhanced Senses,Sound Manipulation,Teleportation",League Of Legends,Bad,Male
Kassadin,65,25,11,25,70,75,2,"Damage Boost,Dark Magic,Enhanced Condition,Extrasensory Perception,Gadget Usage,Indomitable Will,Magic Resistance,Mechanical Aptitude,Weapon-based Powers,Corruption Resistance,Dexterity,Endurance,Energy Absorption,Energy Blasts,Energy Manipulation,Force Fields,Grappling/Climbing,Magic,Magic Absorption,Mind Control Resistance,Portal Creation,Possession Resistance,Power Nullifier,Power Sense,Power Suit,Preparation,Reflexes,Shockwaves Generation,Soul Resistance,Statistics Reduction,Status Effect Inducement,Swordsmanship,Teleportation,Weapons Master,Agility,Corruption,Durability Negation,Energy Constructs,Enhanced Senses,Explosion Manipulation,Flight,Levitation,Master Tactician,Physics Manipulation,Self-Sustenance,Soul Manipulation,Stealth,Time Manipulation Resistance,Toxin and Disease Resistance",League Of Legends,Good,Male
Katarina,65,8,8,10,15,85,1,"Acrobatics,Dexterity,Disguise Mastery,Pain Suppression,Preparation,Stealth,Enhanced Condition,Gadget Usage,Grappling/Climbing,Information Analysis,Master Tactician,Toxin and Disease Resistance,Weapons Master,Endurance,Extrasensory Perception,Jump,Marksmanship,Status Effect Inducement,Toxin and Disease Control,Weapon-based Powers",League Of Legends,Neutral,Female
Kayle,55,75,14,35,80,85,3,"Endurance,Energy Armor,Fire Control,Flight,Invulnerability,Longevity,Magic,Portal Creation,Swordsmanship,Weapon Creation,Weapon Summoning,Accelerated Development,Agility,Angel Physiology,Apathy,Aura,Danmaku,Energy Constructs,Enhanced Senses,Explosion Manipulation,Force Fields,Holy Manipulation,Light Control,Magic Resistance,Vitakinesis,Cloth Manipulation,Damage Boost,Energy Beams,Homing Attack,Illumination,Immortality,Reactive Evolution,Regeneration,Statistics Amplification,Statistics Reduction,Status Effect Inducement",League Of Legends,Bad,Female
Kayn,70,25,25,25,25,95,1,"Acrobatics,Agility,Apathy,Camouflage,Dexterity,Master Martial Artist,Shadow Manipulation,Weapons Master,Endurance,Intangibility,Mind Control Resistance,Possession Resistance,Reflexes,Swordsmanship,Cloning,Corruption Resistance,Magic,Multiple Personalities,Natural Armor,Possession,Pseudo-Flight",League Of Legends,Bad,Male
Kennen,65,5,25,25,60,95,1,"Agility,Electrokinesis,Longevity,Weapons Master,Acrobatics,Awakened Power,Dexterity,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Homing Attack,Magic,Marksmanship,Reflexes,Vision - Infrared,Camouflage,Damage Reduction,Danger Sense,Electricity Resistance,Flight,Gadget Usage,Immortality,Jump,Magic Resistance,Master Martial Artist,Master Tactician,Preparation,Statistics Amplification,Status Effect Inducement,Transformation,Weather Control",League Of Legends,Good,Male
Kha'Zix,55,25,20,25,55,75,2,"Agility,Animal Attributes,Bloodlust,Endurance,Enhanced Senses,Hunters Instinct,Natural Armor,Natural Weapons,Reactive Evolution,Accelerated Development,Accelerated Healing,Camouflage,Cloaking,Corruption,Enhanced Hearing,Enhanced Sight,Enhanced Smell,Gliding,Grappling/Climbing,Information Analysis,Jaw Strength,Jump,Power Absorption,Stealth,Damage Boost,Danmaku,Electrokinesis,Explosion Manipulation,Extrasensory Perception,Flight,Physical Anomaly,Physics Manipulation,Preparation,Regeneration,Status Effect Inducement",League Of Legends,Bad,Male
Kindred,0,0,0,0,0,0,0,Null,League Of Legends,Neutral,
Kled,55,5,15,25,25,80,1,"Berserk Mode,Bloodlust,Endurance,Gadget Usage,Insanity,Longevity,Acrobatics,Agility,Enhanced Hearing,Explosion Manipulation,Grappling/Climbing,Indomitable Will,Pain Suppression,Rage Power,Social Influencing,Vision - Infrared,Force Fields,Immortality,Jaw Strength,Jump,Magic,Magic Resistance,Marksmanship,Master Tactician,Status Effect Inducement,Summoning,Toxin and Disease Resistance,Weapon-based Powers",League Of Legends,Bad,Male
Kog'Maw,40,13,11,25,50,25,2,"Acid Resistants,Acidic Spit,Indestructible Digestion,Jaw Strength,Natural Weapons,Self-Destruction,Substance Secretion,Toxin and Disease Resistance,Acid Manipulation,Animal Attributes,Corruption,Damage Boost,Endurance,Enhanced Senses,Extrasensory Perception,Marksmanship,Natural Armor,Self-Sustenance,Accelerated Healing,Corruption Resistance,Durability Negation,Elasticity,Enhanced Smell,Explosion Manipulation,Magic,Magic Absorption,Magic Resistance,Matter Absorption,Physics Manipulation,Reactive Evolution,Regeneration,Statistics Amplification,Statistics Reduction",League Of Legends,Bad,Male
LeBlanc,85,6,6,25,70,60,1,"Disguise Mastery,Illusions,Longevity,Magic,Master Tactician,Mind Control,Preparation,Social Influencing,Chain Manipulation,Cloning,Energy Blasts,Energy Constructs,Extrasensory Perception,Homing Attack,Perception Manipulation,Pseudo-Flight,Teleportation,Damage Boost,Jump,Magic Resistance,Necromancy,Non-Physical Interaction,Power Bestowal,Status Effect Inducement",League Of Legends,Bad,Female
Lee Sin,55,25,20,25,40,90,1,"Dexterity,Enhanced Hearing,Enhanced Senses,Master Martial Artist,Super Strength,Absolute Condition,Acrobatics,Awakened Power,Information Analysis,Reflexes,Spatial Awareness,Aura,Fire Control,Force Fields,Magic",League Of Legends,Good,Male
Lillia,55,1,7,15,40,15,1,"Longevity,Sleep Manipulation,Animal Attributes,Damage Boost,Dream Manipulation,Durability Negation,Enhanced Senses,Explosion Manipulation,Jump,Magic,Vitakinesis,Weapon-based Powers",League Of Legends,Good,Female
Lissandra,75,8,7,30,80,90,3,"Accelerated Healing,Cold Resistance,Cryokinesis,Enhanced Hearing,Extrasensory Perception,Homing Attack,Indomitable Will,Longevity,Magic,Master Tactician,Non-Physical Interaction,Sealing,Astral Projection,Astral Travel,Cloaking,Corruption Resistance,Curse Manipulation,Dream Manipulation,Endurance,Enhanced Senses,Magic Resistance,Mind Control,Mind Control Resistance,Natural Armor,Necromancy,Paralysis,Perception Manipulation,Power Bestowal,Power Sense,Sense Manipulation,Status Effect Inducement,Summoning,Telepathy,Teleportation,Weapon Creation,Clairvoyance,Corruption,Duplication,Heat Generation,Invulnerability,Memory Manipulation,Radar Sense,Regeneration,Sleep Manipulation",League Of Legends,Neutral,Female
Lucian,60,8,8,10,20,70,1,"Agility,Danmaku,Indomitable Will,Marksmanship,Weapon-based Powers,Energy Blasts,Laser Manipulation,Light Control,Non-Physical Interaction,Soul Resistance,Acrobatics,Damage Boost,Durability Negation,Endurance,Extrasensory Perception,Holy Manipulation,Jump,Magic,Purification,Soul Manipulation,Statistics Amplification",League Of Legends,Good,Male
Lulu,65,6,6,10,40,20,1,"Extrasensory Perception,Insanity,Longevity,Magic,Size Changing,Status Effect Inducement,Danmaku,Energy Blasts,Enhanced Hearing,Force Fields,Gadget Usage,Illumination,Illusions,Sleep Manipulation,Transformation,Vision - Infrared,Vitakinesis,Air Control,Animal Oriented Powers,Dimension Storage,Flight,Homing Attack,Immortality,Indomitable Will,Levitation,Magic Resistance,Plant Control,Portal Creation,Separation,Statistics Amplification,Statistics Reduction,Weapon-based Powers",League Of Legends,Good,Female
Lux,70,6,6,15,50,20,1,"Energy Beams,Illumination,Indomitable Will,Light Control,Magic,Magic Resistance,Energy Blasts,Force Fields,Hope Inducement,Information Analysis,Levitation,Endurance,Energy Constructs,Marksmanship,Master Tactician,Power Suit,Stasis,Statistics Amplification,Status Effect Inducement,Weapon-based Powers",League Of Legends,Good,Female
